municipio,icms_25_por_cento,icms_liquido,ipi_25_por_cento,ipi_liquido,ipva_50_por_cento,ipva_liquido,mes_competencia,ano_competencia
PACATUBA,"2074759,64","1659807,71","7002,1","5601,68","125628,16","100502,53",Abril,2014
PACOTI,"221291,2","177032,96","746,83","597,46","19900,88","15920,7",Abril,2014
PACUJA,"299747,82","239798,26","1011,62","809,3","8425,61","6740,49",Abril,2014
PALHANO,"230294,3","184235,44","777,22","621,78","17553,01","14042,41",Abril,2014
PALMACIA,"243473,56","194778,85","821,7","657,36","14000,43","11200,34",Abril,2014
PARACURU,"1189485,57","951588,46","4014,39","3211,51","71006,18","56804,94",Abril,2014
PARAIPABA,"443494,15","354795,32","1496,75","1197,4","67940,82","54352,66",Abril,2014
PARAMBU,"259550,4","207640,32","875,96","700,77","42835,5","34268,4",Abril,2014
PARAMOTI,"195715,67","156572,54","660,52","528,42","12825,41","10260,33",Abril,2014
PEDRA BRANCA,"481247,22","384997,78","1624,16","1299,33","82894,67","66315,74",Abril,2014
PENAFORTE,"550399,19","440319,35","1857,54","1486,03","12501,79","10001,43",Abril,2014
PENTECOSTE,"615761,19","492608,95","2078,13","1662,5","56244,01","44995,21",Abril,2014
PEREIRO,"214961,69","171969,35","725,47","580,38","25664,35","20531,48",Abril,2014
PINDORETAMA,"255056,81","204045,45","860,79","688,63","44060,75","35248,6",Abril,2014
PIQUET CARNEIRO,"333892,61","267114,09","1126,85","901,48","17524,39","14019,51",Abril,2014
PIRES FERREIRA,"411232,87","328986,3","1387,87","1110,3","6713,07","5370,46",Abril,2014
PORANGA,"216390,16","173112,13","730,29","584,23","15101,15","12080,92",Abril,2014
PORTEIRAS,"313450,9","250760,72","1057,86","846,29","25047,19","20037,75",Abril,2014
POTENGI,"403570,1","322856,08","1362,01","1089,61","16558,08","13246,46",Abril,2014
POTIRETAMA,"422034,85","337627,88","1424,32","1139,46","6759,9","5407,92",Abril,2014
QUITERIANOPOLIS,"281895,04","225516,03","951,37","761,1","26088,87","20871,1",Abril,2014
QUIXADA,"762186,42","609749,14","2572,3","2057,84","282947,37","226357,9",Abril,2014
QUIXELO,"198607,96","158886,37","670,28","536,22","26746,16","21396,93",Abril,2014
QUIXERAMOBIM,"1046740,95","837392,76","3532,64","2826,11","148909,89","119127,91",Abril,2014
QUIXERE,"354284,95","283427,96","1195,67","956,54","38306,7","30645,36",Abril,2014
REDENCAO,"248312,84","198650,27","838,03","670,42","49670,79","39736,63",Abril,2014
RERIUTABA,"390126,27","312101,02","1316,64","1053,31","34160,65","27328,52",Abril,2014
RUSSAS,"1132017,35","905613,88","3820,44","3056,35","256425,11","205140,09",Abril,2014
SABOEIRO,"306223,71","244978,97","1033,47","826,78","17374,71","13899,77",Abril,2014
SALITRE,"343438,89","274751,11","1159,07","927,26","7717,14","6173,71",Abril,2014
SANTA QUITERIA,"434621,54","347697,23","1466,8","1173,44","78854,06","63083,25",Abril,2014
SANTANA DO,"212152,31","169721,85","715,99","572,79","33898,66","27118,93",Abril,2014
SANTANA DO CARIRI,"249078,25","199262,6","840,61","672,49","19368,85","15495,08",Abril,2014
SAO BENEDITO,"393489,45","314791,56","1327,99","1062,39","117251,36","93801,09",Abril,2014
SAO GONCALO DO,"826537,87","661230,3","2789,48","2231,58","138845,18","111076,14",Abril,2014
SAO JOAO DO,"260626,19","208500,95","879,59","703,67","15800,02","12640,02",Abril,2014
SAO LUIS DO CURU,"383230,67","306584,54","1293,36","1034,69","17229,35","13783,48",Abril,2014
SENADOR POMPEU,"275360,95","220288,76","929,31","743,45","50255,56","40204,45",Abril,2014
SENADOR SA,"275782,44","220625,95","930,74","744,59","5516,59","4413,27",Abril,2014
SOBRAL,"6513161,37","5210529,1","21981,24","17584,99","1020278,77","816223,02",Abril,2014
SOLONOPOLE,"155486,51","124389,21","524,75","419,8","30794,28","24635,42",Abril,2014
TABULEIRO DO,"393094,4","314475,52","1326,65","1061,32","98754,28","79003,42",Abril,2014
TAMBORIL,"367637,05","294109,64","1240,74","992,59","32333,66","25866,93",Abril,2014
TARRAFAS,"335396,95","268317,56","1131,93","905,54","12456,66","9965,33",Abril,2014
TAUA,"492070,36","393656,29","1660,69","1328,55","132187,16","105749,73",Abril,2014
TEJUCUOCA,"215494,27","172395,42","727,27","581,82","14476,68","11581,34",Abril,2014
TIANGUA,"793694,64","634955,71","2678,64","2142,91","317701,08","254160,86",Abril,2014
TRAIRI,"316122,7","252898,16","1066,88","853,5","66349,69","53079,75",Abril,2014
TURURU,"294479,97","235583,98","993,84","795,07","20051,04","16040,83",Abril,2014
UBAJARA,"449262,84","359410,27","1516,21","1212,97","82523,41","66018,73",Abril,2014
UMARI,"128687,07","102949,66","434,31","347,45","8577,18","6861,74",Abril,2014
UMIRIM,"198368,12","158694,5","669,47","535,58","18677,66","14942,13",Abril,2014
URUBURETAMA,"263370,32","210696,26","888,85","711,08","22060,21","17648,17",Abril,2014
URUOCA,"258208,32","206566,66","871,43","697,14","16532,66","13226,13",Abril,2014
VARJOTA,"455632,94","364506,35","1537,71","1230,17","40863,55","32690,84",Abril,2014
VARZEA ALEGRE,"397589,77","318071,82","1341,82","1073,46","92856,23","74284,98",Abril,2014
VICOSA DO CEARA,"374252,26","299401,81","1263,06","1010,45","80300,33","64240,26",Abril,2014
ABAIARA,"496058,56","396846,85","2259,07","1807,26","17716,67","14173,34",Abril,2015
ACARAPE,"305695,02","244556,02","1392,15","1113,72","26708,21","21366,57",Abril,2015
ACARAU,"608136,34","486509,07","2769,47","2215,58","162469,99","129975,99",Abril,2015
ACOPIARA,"397476,66","317981,33","1810,12","1448,1","105285,68","84228,54",Abril,2015
AIUABA,"363628,39","290902,71","1655,98","1324,78","16136,28","12909,02",Abril,2015
ALCANTARAS,"294673,41","235738,73","1341,95","1073,56","18843,12","15074,5",Abril,2015
ALTANEIRA,"423425,2","338740,16","1928,29","1542,63","12666,34","10133,07",Abril,2015
ALTO SANTO,"271278,61","217022,89","1235,41","988,33","34703,55","27762,84",Abril,2015
AMONTADA,"415356,76","332285,41","1891,55","1513,24","51695,38","41356,3",Abril,2015
ANTONINA DO,"499513,99","399611,19","2274,8","1819,84","11517,99","9214,39",Abril,2015
APUIARES,"303463,19","242770,55","1381,98","1105,58","14597,71","11678,17",Abril,2015
AQUIRAZ,"3114187,66","2491350,13","14182,11","11345,69","275955,94","220764,75",Abril,2015
ARACATI,"1833681,62","1466945,3","8350,64","6680,51","248955,58","199164,46",Abril,2015
ARACOIABA,"251038,69","200830,95","1143,24","914,59","51401,94","41121,55",Abril,2015
ARARENDA,"338767,69","271014,15","1542,76","1234,21","11855,16","9484,13",Abril,2015
ARARIPE,"296996,41","237597,13","1352,53","1082,02","28815,1","23052,08",Abril,2015
ARATUBA,"199508,16","159606,53","908,57","726,86","19139,68","15311,74",Abril,2015
ARNEIROZ,"185170,71","148136,57","843,27","674,62","10435,49","8348,39",Abril,2015
ASSARE,"275410,77","220328,62","1254,23","1003,38","39363,65","31490,92",Abril,2015
AURORA,282531,"226024,8","1286,66","1029,33","38474,91","30779,93",Abril,2015
BAIXIO,"329343,84","263475,07","1499,84","1199,87","9213,75",7371,Abril,2015
BANABUIU,"373907,36","299125,89","1702,79","1362,23","31691,98","25353,58",Abril,2015
BARBALHA,"1194974,02","955979,22","5441,95","4353,56","201218,12","160974,5",Abril,2015
BARREIRA,"273946,77","219157,42","1247,56","998,05","45407,89","36326,31",Abril,2015
BARRO,"228522,32","182817,86","1040,7","832,56","31094,39","24875,51",Abril,2015
BARROQUINHA,"277307,2","221845,76","1262,87","1010,3","16660,91","13328,73",Abril,2015
BATURITE,"334015,04","267212,03","1521,12","1216,9","88002,8","70402,24",Abril,2015
BEBERIBE,"637594,57","510075,66","2903,63","2322,9","136263,59","109010,87",Abril,2015
BELA CRUZ,"282905,25","226324,2","1288,36","1030,69","58875,72","47100,58",Abril,2015
BOA VIAGEM,"300459,57","240367,66","1368,3","1094,64","110350,82","88280,66",Abril,2015
BREJO SANTO,"683684,15","546947,32","3113,52","2490,82","191119,62","152895,7",Abril,2015
CAMOCIM,"713448,75",570759,"3249,07","2599,26","136137,84","108910,27",Abril,2015
CAMPOS SALES,"355757,75","284606,2","1620,13","1296,1","62434,78","49947,82",Abril,2015
CANINDE,"463049,92","370439,94","2108,74","1686,99","207106,7","165685,36",Abril,2015
CAPISTRANO,"221826,75","177461,4","1010,21","808,17","25094,93","20075,94",Abril,2015
CARIDADE,258762,"207009,6","1178,41","942,73","26265,58","21012,46",Abril,2015
CARIRE,"527228,97","421783,18","2401,02","1920,82","23364,87","18691,9",Abril,2015
CARIRIACU,"208387,11","166709,69",949,"759,2","50127,88","40102,3",Abril,2015
CARIUS,"209281,01","167424,81","953,07","762,46","34113,67","27290,94",Abril,2015
CARNAUBAL,"386551,97","309241,58","1760,37","1408,3","27466,8","21973,44",Abril,2015
CASCAVEL,"967975,8","774380,64","4408,19","3526,55","194134,39","155307,51",Abril,2015
CATARINA,"301983,67","241586,94","1375,24","1100,19","29610,84","23688,67",Abril,2015
CATUNDA,"199674,91","159739,93","909,33","727,46","11218,57","8974,86",Abril,2015
CAUCAIA,"6159057,75","4927246,2","28048,55","22438,84","1195772,96","956618,37",Abril,2015
CEDRO,"257071,11","205656,89","1170,71","936,57","45865,54","36692,43",Abril,2015
CHAVAL,"264164,22","211331,38","1203,01","962,41","11287,59","9030,07",Abril,2015
CHORO,"282792,79","226234,23","1287,85","1030,28","12410,81","9928,65",Abril,2015
CHOROZINHO,"297296,96","237837,57","1353,9","1083,12","49923,8","39939,04",Abril,2015
COREAU,"325454,09","260363,27","1482,13","1185,7","40075,42","32060,34",Abril,2015
CRATEUS,"635769,92","508615,94","2895,32","2316,26","258485,26","206788,21",Abril,2015
CRATO,"1646672,71","1317338,17",7499,"5999,2","632772,6","506218,08",Abril,2015
CROATA,"267693,31","214154,65","1219,08","975,26","27445,34","21956,27",Abril,2015
CRUZ,"440812,75","352650,2","2007,48","1605,98","80070,21","64056,17",Abril,2015
DEPUTADO IRAPUAN,"344703,14","275762,51","1569,79","1255,83","9431,53","7545,22",Abril,2015
ERERE,"370880,5","296704,4",1689,"1351,2","9050,39","7240,31",Abril,2015
EUSEBIO,"4001211,55","3200969,24","18221,65","14577,32","640327,18","512261,74",Abril,2015
FARIAS BRITO,"440729,36","352583,49","2007,1","1605,68","32162,32","25729,86",Abril,2015
FORQUILHA,"394734,82","315787,86","1797,64","1438,11","55751,4","44601,12",Abril,2015
FORTALEZA,"72654060,14","58123248,11","330868,92","264695,14","25174799,38","20139839,5",Abril,2015
FORTIM,"375859,99","300687,99","1711,68","1369,34","45015,26","36012,21",Abril,2015
FRECHEIRINHA,"473464,61","378771,69","2156,17","1724,94","32829,72","26263,78",Abril,2015
GENERAL SAMPAIO,"314767,91","251814,33","1433,46","1146,77","9239,12","7391,3",Abril,2015
GRACA,"289317,72","231454,18","1317,56","1054,05","12619,48","10095,58",Abril,2015
GRANJEIRO,"306170,14","244936,11","1394,31","1115,45","6634,14","5307,31",Abril,2015
GROAIRAS,"452732,19","362185,75","2061,76","1649,41","23721,06","18976,85",Abril,2015
GUAIUBA,"341125,6","272900,48","1553,5","1242,8","36979,06","29583,25",Abril,2015
GUARACIABA,"505207,06","404165,65","2300,73","1840,58","145582,16","116465,73",Abril,2015
GUARAMIRANGA,"238083,84","190467,07","1084,24","867,39","14892,29","11913,83",Abril,2015
HIDROLANDIA,"418375,86","334700,69","1905,3","1524,24","26123,35","20898,68",Abril,2015
HORIZONTE,"3465681,42","2772545,14","15782,82","12626,26","212661,17","170128,94",Abril,2015
IBARETAMA,"183567,12","146853,7","835,97","668,78","18588,26","14870,61",Abril,2015
IBIAPINA,"230236,44","184189,15","1048,5","838,8","52295,36","41836,29",Abril,2015
IBICUITINGA,"262733,2","210186,56","1196,5","957,2","20583,16","16466,53",Abril,2015
ICAPUI,"641245,81","512996,65","2920,25","2336,2","42608,18","34086,54",Abril,2015
ICO,"390666,66","312533,33","1779,11","1423,29",146681,"117344,8",Abril,2015
IGUATU,"1335773,19","1068618,55","6083,15","4866,52","530140,28","424112,22",Abril,2015
INDEPENDENCIA,"446372,04","357097,63","2032,79","1626,23","58218,59","46574,87",Abril,2015
IPAPORANGA,"253763,07","203010,46","1155,65","924,52","12284,28","9827,42",Abril,2015
IPAUMIRIM,"390181,9","312145,52","1776,9","1421,52","54581,46","43665,17",Abril,2015
IPU,"332087,59","265670,07","1512,34","1209,87","107293,41","85834,73",Abril,2015
IPUEIRAS,350658,"280526,4","1596,91","1277,53","46506,02","37204,82",Abril,2015
IRACEMA,"250171,96","200137,57","1139,29","911,43","29221,08","23376,86",Abril,2015
IRAUCUBA,"361673,81","289339,05","1647,07","1317,66","27600,41","22080,33",Abril,2015
ITAICABA,"352583,5","282066,8","1605,68","1284,54","13769,55","11015,64",Abril,2015
ITAITINGA,"527325,94","421860,75","2401,46","1921,17","117902,75","94322,2",Abril,2015
ITAPAGE,"464054,35","371243,48","2113,32","1690,66","104013,65","83210,92",Abril,2015
ITAPIPOCA,"954138,66","763310,93","4345,18","3476,14","275149,92","220119,94",Abril,2015
ITAPIUNA,"238950,59","191160,47","1088,19","870,55","27323,91","21859,13",Abril,2015
ITAREMA,"463870,15","371096,12","2112,48","1689,98","87550,08","70040,06",Abril,2015
ITATIRA,"270539,85","216431,88","1232,05","985,64","23218,87","18575,1",Abril,2015
JAGUARETAMA,"215648,9","172519,12","982,07","785,66","27201,56","21761,25",Abril,2015
JAGUARIBARA,"229548,09","183638,47","1045,37","836,3","36638,52","29310,82",Abril,2015
JAGUARIBE,"529387,19","423509,75","2410,85","1928,68","123586,07","98868,86",Abril,2015
JAGUARUANA,"497179,35","397743,48","2264,17","1811,34","77389,93","61911,94",Abril,2015
JARDIM,"276713,85","221371,08","1260,16","1008,13","51848,05","41478,44",Abril,2015
JATI,"448419,7","358735,76","2042,12","1633,7","14265,64","11412,51",Abril,2015
JIJOCA DE,"431825,2","345460,16","1966,55","1573,24","55449,29","44359,43",Abril,2015
JUAZEIRO DO NORTE,"3878108,25","3102486,6","17661,03","14128,82","1482787,3","1186229,84",Abril,2015
JUCAS,"268050,09","214440,07","1220,71","976,57","46944,83","37555,86",Abril,2015
LAVRAS DA,"263295,52","210636,42","1199,06","959,25","53892,64","43114,11",Abril,2015
LIMOEIRO DO NORTE,"950733,67","760586,94","4329,67","3463,74","243748,72","194998,98",Abril,2015
MADALENA,"221753,06","177402,45","1009,87","807,9","25534,53","20427,62",Abril,2015
MARACANAU,"15115510,92","12092408,74","68836,52","55069,22","1003210,73","802568,58",Abril,2015
MARANGUAPE,"1733335,17","1386668,14","7893,66","6314,93","308256,11","246604,89",Abril,2015
MARCO,"405391,91","324313,53","1846,17","1476,94","76626,72","61301,38",Abril,2015
MARTINOPOLE,"346266,02","277012,82","1576,91","1261,53","14464,07","11571,26",Abril,2015
MASSAPE,"373054,19","298443,35","1698,9","1359,12","60262,2","48209,76",Abril,2015
MAURITI,"437597,8","350078,24","1992,83","1594,26","72131,87","57705,5",Abril,2015
MERUOCA,"454203,91","363363,13","2068,46","1654,77","27188,13","21750,5",Abril,2015
MILAGRES,"245192,44","196153,95","1116,61","893,29","54163,3","43330,64",Abril,2015
MILHA,"325944,67","260755,74","1484,36","1187,49","24076,45","19261,16",Abril,2015
MIRAIMA,"202102,6","161682,08","920,38","736,3","10406,96","8325,57",Abril,2015
MISSAO VELHA,"338564,1","270851,28","1541,83","1233,46","92127,92","73702,34",Abril,2015
MOMBACA,"316410,3","253128,24","1440,94","1152,75","80855,09","64684,07",Abril,2015
MONSENHOR,"251127,91","200902,33","1143,64","914,91","30114,33","24091,46",Abril,2015
MORADA NOVA,"897962,11","718369,69","4089,35","3271,48","145036,57","116029,26",Abril,2015
MORAUJO,"240274,99","192219,99","1094,22","875,38","10421,79","8337,43",Abril,2015
MORRINHOS,"457248,27","365798,62","2082,32","1665,86","25127,24","20101,79",Abril,2015
MUCAMBO,"464608,92","371687,14","2115,84","1692,67","21111,49","16889,19",Abril,2015
MULUNGU,"215612,06","172489,65","981,9","785,52","18349,01","14679,21",Abril,2015
NOVA OLINDA,"563877,25","451101,8","2567,92","2054,34","39095,25","31276,2",Abril,2015
NOVA RUSSAS,"318213,64","254570,91","1449,16","1159,33","81522,33","65217,86",Abril,2015
NOVO ORIENTE,"505271,04","404216,83","2301,02","1840,82","45938,13","36750,5",Abril,2015
OCARA,"280617,16","224493,73","1277,94","1022,35","44471,59","35577,27",Abril,2015
OROS,"262500,49","210000,39","1195,44","956,35","60476,72","48381,38",Abril,2015
GRANJA,"376385,49","301108,39","1714,07","1371,26","59293,19","47434,55",Abril,2015
PACAJUS,"1555397,15","1244317,72","7083,33","5666,66","243122,77","194498,22",Abril,2015
PACATUBA,"2283728,19","1826982,55","10400,17","8320,14","149071,9","119257,52",Abril,2015
PACOTI,"223618,42","178894,74","1018,37","814,7","24076,59","19261,27",Abril,2015
PACUJA,"351963,01","281570,41","1602,85","1282,28","9587,35","7669,88",Abril,2015
PALHANO,"291883,1","233506,48","1329,25","1063,4","20552,19","16441,75",Abril,2015
PALMACIA,"241622,62","193298,1","1100,36","880,29","14731,79","11785,43",Abril,2015
PARACURU,"1240200,72","992160,58","5647,91","4518,33","88653,58","70922,86",Abril,2015
PARAIPABA,"526319,56","421055,65","2396,88","1917,5","73300,64","58640,51",Abril,2015
PARAMBU,"258734,84","206987,87","1178,29","942,63","43200,82","34560,66",Abril,2015
PARAMOTI,"223058,05","178446,44","1015,81","812,65","15965,21","12772,17",Abril,2015
PEDRA BRANCA,"287392,24","229913,79","1308,79","1047,03","81381,72","65105,38",Abril,2015
PENAFORTE,"306953,49","245562,79","1397,88","1118,3","15535,82","12428,66",Abril,2015
PENTECOSTE,"877590,34","702072,27","3996,57","3197,26","64371,01","51496,81",Abril,2015
PEREIRO,"251492,46","201193,97","1145,3","916,24","39541,52","31633,22",Abril,2015
PINDORETAMA,"314093,15","251274,52","1430,39","1144,31","59322,8","47458,24",Abril,2015
PIQUET CARNEIRO,"337105,91","269684,73","1535,19","1228,15","20459,08","16367,26",Abril,2015
PIRES FERREIRA,"509911,21","407928,97","2322,15","1857,72","12553,39","10042,71",Abril,2015
PORANGA,"371595,99","297276,79","1692,26","1353,81","15432,47","12345,98",Abril,2015
PORTEIRAS,"514031,72","411225,38","2340,92","1872,74","30285,92","24228,74",Abril,2015
POTENGI,"300438,24","240350,59","1368,21","1094,57","15302,94","12242,35",Abril,2015
POTIRETAMA,"374735,32","299788,26","1706,56","1365,25","8724,12","6979,3",Abril,2015
QUITERIANOPOLIS,"344024,47","275219,58","1566,7","1253,36","29150,42","23320,34",Abril,2015
QUIXADA,"716900,26","573520,21","3264,79","2611,83","337601,77","270081,42",Abril,2015
QUIXELO,"233815,95","187052,76","1064,81","851,85","34117,89","27294,31",Abril,2015
QUIXERAMOBIM,"1013972,31","811177,85","4617,66","3694,13","176914,45","141531,56",Abril,2015
QUIXERE,"427367,3","341893,84","1946,24","1556,99","48482,56","38786,05",Abril,2015
REDENCAO,"269070,05","215256,04","1225,35","980,28","66089,92","52871,94",Abril,2015
RERIUTABA,"384638,14","307710,51","1751,65","1401,32","30577,32","24461,86",Abril,2015
RUSSAS,"1150503,59","920402,87","5239,43","4191,54","295590,64","236472,51",Abril,2015
SABOEIRO,"334406,74","267525,39","1522,9","1218,32","21239,6","16991,68",Abril,2015
SALITRE,"252779,99","202223,99","1151,17","920,94","14439,66","11551,73",Abril,2015
SANTA QUITERIA,"472085,95","377668,76","2149,89","1719,91","93027,3","74421,84",Abril,2015
SANTANA DO,"244304,34","195443,47","1112,57","890,06","40472,24","32377,79",Abril,2015
SANTANA DO CARIRI,"309008,9","247207,12","1407,24","1125,79","19850,24","15880,19",Abril,2015
